customer_id,name,gender,date_of_birth,occupation,city,state,risk_score,age
948,Sai Iyer,Male,1982-02-12,Salaried,Varanasi,Uttar Pradesh,0.87,41
949,Sanjana Iyer,Other,2003-09-22,Student,Pimpri-Chinchwad,Maharashtra,0.33,20
950,Anika Naidu,Female,2007-08-19,Student,Amritsar,Punjab,0.35,16
951,Ishaan Bose,Other,1983-07-27,Teacher,Hyderabad,Telangana,0.44,40
952,Vivaan Iyer,Other,2006-02-23,Student,Jaipur,Rajasthan,0.16,17
953,Myra Nair,Other,1987-04-03,Engineer,Chennai,Tamil Nadu,0.44,36
954,Rohan Sharma,Other,1997-01-24,Government Employee,Jaipur,Rajasthan,0.62,26
955,Riya Reddy,Female,1983-04-24,Engineer,Faridabad,Haryana,0.64,40
956,Avni Sharma,Female,1994-10-04,Government Employee,Kolkata,West Bengal,0.3,29
957,Dhruv Menon,Male,1957-01-14,Retired,Ahmedabad,Gujarat,0.91,67
958,Rahul Chopra,Male,1951-02-25,Retired,Ranchi,Jharkhand,0.16,72
959,Ananya Gowda,Female,2007-12-09,Student,Pune,Maharashtra,0.6,16
960,Aadhya Singh,Other,1961-04-01,Retired,Ghaziabad,Uttar Pradesh,0.25,62
961,Rohan Kapoor,Other,1946-02-12,Retired,Kota,Rajasthan,0.64,77
962,Ananya Naidu,Female,1956-05-06,Retired,Nagpur,Maharashtra,0.92,67
963,Ayaan Shetty,Male,1986-12-16,Engineer,Kalyan-Dombivli,Maharashtra,0.43,37
964,Diya Kumar,Other,1958-10-12,Retired,Nashik,Maharashtra,0.45,65
965,Rohan Shetty,Male,1970-11-17,Teacher,Agra,Uttar Pradesh,0.08,53
966,Rahul Patel,Male,2002-06-12,Student,Surat,Gujarat,0.16,21
967,Myra Chopra,Female,1948-06-08,Retired,Allahabad,Uttar Pradesh,0.4,75
968,Aditya Bose,Other,1998-11-14,Engineer,Madurai,Tamil Nadu,0.34,25
969,Sara Banerjee,Female,1945-02-25,Retired,Pune,Maharashtra,0.2,78
970,Nisha Shetty,Female,2007-03-17,Student,Varanasi,Uttar Pradesh,0.17,16
971,Riya Yadav,Female,2005-08-19,Student,Kolkata,West Bengal,0.7,18
972,Priya Gupta,Female,1967-01-13,Lawyer,Vadodara,Gujarat,0.49,57
973,Aditya Menon,Other,1994-01-27,Government Employee,Mumbai,Maharashtra,0.14,29
974,Myra Naidu,Female,1986-12-26,Business Owner,Nashik,Maharashtra,0.94,37
975,Sai Verma,Other,2001-02-09,Student,Ludhiana,Punjab,0.29,22
976,Krishna Das,Male,1991-03-25,Salaried,Howrah,West Bengal,0.62,32
977,Ishaan Shetty,Other,1945-06-25,Retired,Srinagar,Jammu & Kashmir,0.13,78
978,Ishita Bose,Female,1981-02-16,Business Owner,Hyderabad,Telangana,0.06,42
979,Rahul Khan,Male,1951-09-11,Retired,Amritsar,Punjab,0.82,72
980,Avni Singh,Female,1994-04-12,Lawyer,Faridabad,Haryana,0.83,29
981,Rahul Gupta,Other,1953-05-28,Retired,Ranchi,Jharkhand,0.18,70
982,Aditya Sharma,Male,1956-10-16,Retired,Vasai-Virar,Maharashtra,0.29,67
983,Rahul Singh,Other,1943-06-02,Retired,Vasai-Virar,Maharashtra,0.38,80
984,Arnav Naidu,Male,1970-03-20,Business Owner,Pimpri-Chinchwad,Maharashtra,0.6,53
985,Priya Verma,Other,1993-01-02,Business Owner,Ranchi,Jharkhand,0.26,31
986,Kiara Gowda,Other,1957-04-24,Retired,Raipur,Chhattisgarh,0.5,66
987,Vivaan Nair,Male,1971-02-06,Engineer,Dhanbad,Jharkhand,0.72,52
988,Priya Gupta,Other,1984-08-05,Self-employed,Mumbai,Maharashtra,0.44,39
989,Shaurya Gupta,Male,2006-08-19,Student,Mumbai,Maharashtra,0.84,17
990,Aadhya Rao,Female,1978-03-25,Engineer,Surat,Gujarat,0.14,45
991,Sanjana Menon,Other,1975-05-12,Lawyer,Varanasi,Uttar Pradesh,0.79,48
992,Riya Yadav,Female,1946-11-17,Retired,Gwalior,Madhya Pradesh,0.18,77
993,Avni Singh,Female,2003-12-23,Student,Kalyan-Dombivli,Maharashtra,0.24,20
994,Reyansh Kumar,Male,1950-09-06,Retired,Visakhapatnam,Andhra Pradesh,0.85,73
995,Diya Jain,Female,2002-12-11,Student,Jabalpur,Madhya Pradesh,0.44,21
996,Sara Menon,Female,1993-08-22,Engineer,Surat,Gujarat,0.66,30
997,Diya Bose,Other,1969-02-26,Self-employed,Patna,Bihar,0.46,54
998,Vihaan Verma,Male,1948-09-06,Retired,Mumbai,Maharashtra,0.28,75
999,Sara Yadav,Female,1988-12-09,Lawyer,Surat,Gujarat,0.44,35
1000,Ishaan Menon,Male,1958-02-09,Retired,Vadodara,Gujarat,0.21,65
1001,Ishita Shetty,Female,1982-07-18,Self-employed,Nagpur,Maharashtra,0.32,41
1002,Avni Das,Female,1984-07-04,Lawyer,Jaipur,Rajasthan,0.45,39
1003,Avni Menon,Female,1962-07-14,Retired,Varanasi,Uttar Pradesh,0.87,61
1004,Rahul Gupta,Male,1969-10-17,Self-employed,Nashik,Maharashtra,0.61,54
1005,Vihaan Iyer,Other,1956-08-26,Retired,Amritsar,Punjab,0.81,67
1006,Vihaan Chopra,Male,1995-10-16,Government Employee,Raipur,Chhattisgarh,0.83,28
1007,Reyansh Yadav,Male,2003-11-10,Student,Aurangabad,Maharashtra,0.25,20
1008,Rohan Jain,Other,2007-10-23,Student,Nagpur,Maharashtra,0.11,16
1009,Vihaan Yadav,Male,1976-08-01,Salaried,Dhanbad,Jharkhand,0.4,47
1010,Arjun Reddy,Male,1974-11-15,Lawyer,Jodhpur,Rajasthan,0.44,49
1011,Myra Rao,Other,1986-12-18,Business Owner,Nagpur,Maharashtra,0.48,37
1012,Aadhya Banerjee,Female,1972-12-26,Doctor,Kolkata,West Bengal,0.43,51
1013,Ananya Kumar,Female,1958-05-02,Retired,Vijayawada,Andhra Pradesh,0.09,65
1014,Ananya Das,Female,2006-06-17,Student,Dhanbad,Jharkhand,0.36,17
1015,Sneha Gupta,Other,1988-12-19,Self-employed,Ludhiana,Punjab,0.69,35
1016,Rohan Iyer,Male,1946-08-20,Retired,Jodhpur,Rajasthan,0.57,77
1017,Sneha Kapoor,Other,1966-10-12,Self-employed,Howrah,West Bengal,0.11,57
1018,Arjun Reddy,Male,1994-11-16,Salaried,Ghaziabad,Uttar Pradesh,0.93,29
1019,Aditya Patel,Other,1954-01-20,Retired,Visakhapatnam,Andhra Pradesh,0.08,69
1020,Diya Nair,Other,2004-02-22,Student,Faridabad,Haryana,0.94,19
1021,Rahul Kapoor,Other,1951-04-07,Retired,Lucknow,Uttar Pradesh,0.78,72
1022,Reyansh Rao,Male,1981-03-01,Salaried,Nashik,Maharashtra,0.56,42
1023,Arnav Nair,Male,1944-04-19,Retired,Srinagar,Jammu & Kashmir,0.37,79
1024,Sara Singh,Other,1951-07-28,Retired,Ahmedabad,Gujarat,0.12,72
1025,Anika Reddy,Other,2003-11-09,Student,Visakhapatnam,Andhra Pradesh,0.68,20
1026,Arjun Jain,Male,1977-10-17,Salaried,Vadodara,Gujarat,0.61,46
1027,Aditya Shetty,Other,1961-09-08,Retired,Rajkot,Gujarat,0.23,62
1028,Dhruv Chopra,Male,2006-09-23,Student,Raipur,Chhattisgarh,0.36,17
1029,Krishna Gowda,Male,1946-05-24,Retired,Bengaluru,Karnataka,0.08,77
1030,Dhruv Banerjee,Other,1978-01-01,Engineer,Nagpur,Maharashtra,0.6,46
1031,Myra Sharma,Female,1946-07-23,Retired,Jaipur,Rajasthan,0.68,77
1032,Aditya Gowda,Other,2004-01-08,Student,Thane,Maharashtra,0.58,19
1033,Ayaan Bose,Male,2002-01-28,Student,Bhopal,Madhya Pradesh,0.12,21
1034,Rohan Verma,Male,1963-04-10,Retired,Jaipur,Rajasthan,0.48,60
1035,Vihaan Kapoor,Male,1981-12-27,Lawyer,Agra,Uttar Pradesh,0.45,42
1036,Sara Bose,Female,1976-05-11,Engineer,Raipur,Chhattisgarh,0.5,47
1037,Arnav Gowda,Male,1957-06-25,Retired,Vadodara,Gujarat,0.24,66
1038,Sara Singh,Female,2006-04-01,Student,Varanasi,Uttar Pradesh,0.07,17
1039,Rahul Jain,Male,2000-10-13,Salaried,Aurangabad,Maharashtra,0.83,23
1040,Nisha Khan,Female,1984-09-02,Teacher,Jodhpur,Rajasthan,0.08,39
1041,Riya Gowda,Female,1974-10-07,Doctor,Delhi,Delhi,0.7,49
1042,Dhruv Verma,Other,1958-11-10,Retired,Navi Mumbai,Maharashtra,0.43,65
1043,Sneha Kapoor,Other,1959-04-05,Retired,Mumbai,Maharashtra,0.77,64
1044,Sara Bose,Female,1964-01-20,Engineer,Pimpri-Chinchwad,Maharashtra,0.29,59
1045,Sara Gowda,Female,2005-10-06,Student,Visakhapatnam,Andhra Pradesh,0.45,18
1046,Ishaan Verma,Male,1946-09-07,Retired,Rajkot,Gujarat,0.57,77
1047,Sai Chopra,Male,1951-05-09,Retired,Aurangabad,Maharashtra,0.25,72
1048,Reyansh Verma,Male,1993-03-22,Business Owner,Dhanbad,Jharkhand,0.57,30
1049,Aditya Verma,Male,1975-06-18,Engineer,Kota,Rajasthan,0.59,48
1050,Ananya Kumar,Female,1998-06-19,Lawyer,Nashik,Maharashtra,0.11,25
1051,Kavya Sharma,Female,1961-07-21,Retired,Nashik,Maharashtra,0.9,62
1052,Kavya Menon,Female,2000-04-17,Salaried,Kolkata,West Bengal,0.78,23
1053,Sanjana Yadav,Other,1963-07-27,Retired,Howrah,West Bengal,0.64,60
1054,Vihaan Gupta,Male,1943-11-18,Retired,Rajkot,Gujarat,0.71,80
1055,Diya Banerjee,Other,1941-05-07,Retired,Ranchi,Jharkhand,0.87,82
1056,Nisha Das,Female,1993-08-24,Doctor,Rajkot,Gujarat,0.12,30
1057,Riya Menon,Other,1958-02-01,Retired,Ranchi,Jharkhand,0.88,65
1058,Rahul Rao,Male,1990-05-11,Government Employee,Ghaziabad,Uttar Pradesh,0.12,33
1059,Kavya Shetty,Female,1948-09-19,Retired,Lucknow,Uttar Pradesh,0.43,75
1060,Anika Kumar,Other,2003-01-23,Student,Lucknow,Uttar Pradesh,0.17,20
1061,Kiara Naidu,Other,1991-09-08,Doctor,Kota,Rajasthan,0.16,32
1062,Aadhya Kumar,Female,2001-04-23,Student,Rajkot,Gujarat,0.72,22
1063,Myra Singh,Female,1942-01-19,Retired,Howrah,West Bengal,0.66,82
1064,Kavya Yadav,Female,1972-02-08,Government Employee,Vadodara,Gujarat,0.36,51
1065,Sneha Shetty,Other,1953-07-11,Retired,Kanpur,Uttar Pradesh,0.09,70
1066,Sanjana Khan,Other,1941-10-11,Retired,Kolkata,West Bengal,0.31,82
1067,Ishaan Reddy,Male,1971-05-20,Self-employed,Kolkata,West Bengal,0.65,52
1068,Dhruv Yadav,Male,2004-01-18,Student,Navi Mumbai,Maharashtra,0.06,19
1069,Krishna Naidu,Male,1965-02-04,Salaried,Kota,Rajasthan,0.45,58
1070,Sneha Singh,Female,1993-02-24,Engineer,Thane,Maharashtra,0.34,30
1071,Ishita Yadav,Other,1967-01-14,Salaried,Kolkata,West Bengal,0.34,57
1072,Kiara Nair,Other,2005-04-24,Student,Thane,Maharashtra,0.29,18
1073,Arjun Banerjee,Male,1991-02-17,Engineer,Indore,Madhya Pradesh,0.44,32
1074,Nisha Patel,Female,2001-11-16,Student,Gwalior,Madhya Pradesh,0.62,22
1075,Kavya Jain,Female,1970-08-26,Business Owner,Gwalior,Madhya Pradesh,0.59,53
1076,Aditya Reddy,Other,1971-08-11,Salaried,Bhopal,Madhya Pradesh,0.15,52
1077,Avni Kumar,Female,1957-08-27,Retired,Aurangabad,Maharashtra,0.67,66
1078,Aditya Naidu,Male,2002-12-07,Student,Vasai-Virar,Maharashtra,0.41,21
1079,Aditya Chopra,Male,2000-06-25,Salaried,Lucknow,Uttar Pradesh,0.24,23
1080,Diya Chopra,Other,2005-01-26,Student,Faridabad,Haryana,0.75,18
1081,Sara Bose,Female,2001-06-18,Student,Nagpur,Maharashtra,0.8,22
1082,Nisha Jain,Female,1960-04-18,Retired,Bhopal,Madhya Pradesh,0.08,63
1083,Sai Kumar,Male,1957-01-06,Retired,Patna,Bihar,0.07,67
1084,Ishaan Verma,Other,1992-07-21,Engineer,Meerut,Uttar Pradesh,0.79,31
1085,Sneha Gupta,Female,1954-12-27,Retired,Navi Mumbai,Maharashtra,0.14,69
1086,Rahul Gowda,Other,1966-12-01,Engineer,Vadodara,Gujarat,0.46,57
1087,Krishna Banerjee,Male,1970-04-14,Teacher,Allahabad,Uttar Pradesh,0.49,53
1088,Ishaan Iyer,Other,2007-12-01,Student,Navi Mumbai,Maharashtra,0.46,16
1089,Ayaan Reddy,Other,1960-02-21,Retired,Vadodara,Gujarat,0.18,63
1090,Aditya Bose,Other,1981-08-19,Self-employed,Bhopal,Madhya Pradesh,0.18,42
1091,Sneha Shetty,Other,2000-05-14,Business Owner,Vadodara,Gujarat,0.8,23
1092,Krishna Naidu,Male,2006-09-12,Student,Aurangabad,Maharashtra,0.5,17
1093,Ananya Banerjee,Other,1997-07-23,Lawyer,Ahmedabad,Gujarat,0.16,26
1094,Vihaan Patel,Male,1951-02-02,Retired,Kalyan-Dombivli,Maharashtra,0.2,72
1095,Sanjana Bose,Other,1956-02-14,Retired,Patna,Bihar,0.52,67
1096,Nisha Nair,Other,1989-11-07,Self-employed,Jabalpur,Madhya Pradesh,0.52,34
1097,Nisha Chopra,Female,1986-08-01,Self-employed,Ghaziabad,Uttar Pradesh,0.21,37
1098,Diya Khan,Female,1995-06-04,Business Owner,Hyderabad,Telangana,0.59,28
1099,Shaurya Reddy,Male,2006-05-10,Student,Kalyan-Dombivli,Maharashtra,0.38,17
1100,Sanjana Bose,Female,1998-02-24,Business Owner,Indore,Madhya Pradesh,0.21,25
1101,Nisha Nair,Other,1965-10-20,Teacher,Pimpri-Chinchwad,Maharashtra,0.24,58
1102,Aditya Gupta,Male,1989-08-28,Government Employee,Mumbai,Maharashtra,0.12,34
1103,Rahul Rao,Male,1941-07-07,Retired,Allahabad,Uttar Pradesh,0.39,82
1104,Ishita Jain,Female,1967-10-27,Lawyer,Indore,Madhya Pradesh,0.9,56
1105,Kiara Naidu,Female,1951-05-22,Retired,Pune,Maharashtra,0.86,72
1106,Sara Menon,Other,1963-04-20,Retired,Allahabad,Uttar Pradesh,0.39,60
1107,Aarav Khan,Male,1961-01-19,Retired,Vadodara,Gujarat,0.13,62
1108,Sanjana Sharma,Female,1973-05-21,Government Employee,Srinagar,Jammu & Kashmir,0.09,50
1109,Sai Nair,Other,2004-08-20,Student,Gwalior,Madhya Pradesh,0.49,19
1110,Avni Bose,Female,2003-10-23,Student,Surat,Gujarat,0.83,20
1111,Aarav Das,Male,2006-11-03,Student,Nagpur,Maharashtra,0.35,17
1112,Reyansh Patel,Other,1961-11-13,Retired,Rajkot,Gujarat,0.11,62
1113,Arjun Patel,Other,1953-08-25,Retired,Rajkot,Gujarat,0.62,70
1114,Vivaan Kumar,Male,1948-12-03,Retired,Ranchi,Jharkhand,0.13,75
1115,Arjun Chopra,Male,2005-01-07,Student,Gwalior,Madhya Pradesh,0.46,18
1116,Krishna Rao,Other,1991-07-23,Business Owner,Patna,Bihar,0.3,32
1117,Myra Khan,Other,1982-05-09,Engineer,Raipur,Chhattisgarh,0.29,41
1118,Ishita Nair,Female,1950-11-27,Retired,Lucknow,Uttar Pradesh,0.9,73
1119,Nisha Khan,Other,1963-11-26,Retired,Patna,Bihar,0.36,60
1120,Sanjana Kapoor,Other,1942-05-07,Retired,Varanasi,Uttar Pradesh,0.08,81
1121,Reyansh Patel,Male,1945-07-04,Retired,Ranchi,Jharkhand,0.64,78
1122,Reyansh Menon,Male,2000-06-02,Salaried,Vijayawada,Andhra Pradesh,0.22,23
1123,Sanjana Patel,Female,2002-09-24,Student,Ranchi,Jharkhand,0.71,21
1124,Diya Menon,Female,1964-07-10,Government Employee,Bengaluru,Karnataka,0.74,59
1125,Aadhya Kapoor,Other,1956-03-17,Retired,Lucknow,Uttar Pradesh,0.85,67
1126,Rahul Shetty,Other,1991-01-03,Self-employed,Vadodara,Gujarat,0.77,33
1127,Anika Rao,Female,1982-05-10,Self-employed,Chennai,Tamil Nadu,0.26,41
1128,Arnav Reddy,Male,1960-03-12,Retired,Kolkata,West Bengal,0.54,63
1129,Riya Banerjee,Female,1948-02-13,Retired,Jaipur,Rajasthan,0.74,75
1130,Shaurya Jain,Male,1957-06-16,Retired,Jodhpur,Rajasthan,0.25,66
1131,Arnav Menon,Other,1943-10-20,Retired,Meerut,Uttar Pradesh,0.63,80
1132,Aarav Khan,Male,1952-07-21,Retired,Kanpur,Uttar Pradesh,0.19,71
1133,Anika Kapoor,Female,1985-11-17,Teacher,Kolkata,West Bengal,0.78,38
1134,Sneha Nair,Female,2006-03-19,Student,Dhanbad,Jharkhand,0.67,17
1135,Reyansh Iyer,Male,2001-05-24,Student,Gwalior,Madhya Pradesh,0.59,22
1136,Sara Banerjee,Female,2006-07-18,Student,Faridabad,Haryana,0.19,17
1137,Myra Shetty,Female,1982-10-24,Engineer,Varanasi,Uttar Pradesh,0.09,41
1138,Ananya Menon,Female,2005-12-27,Student,Delhi,Delhi,0.29,18
1139,Ananya Chopra,Female,2003-06-24,Student,Bengaluru,Karnataka,0.71,20
1140,Vihaan Singh,Male,1944-05-12,Retired,Varanasi,Uttar Pradesh,0.88,79
1141,Nisha Das,Other,2007-02-02,Student,Coimbatore,Tamil Nadu,0.39,16
1142,Sanjana Jain,Other,1956-12-09,Retired,Vijayawada,Andhra Pradesh,0.8,67
1143,Sara Khan,Female,1974-10-17,Government Employee,Navi Mumbai,Maharashtra,0.67,49
1144,Aditya Naidu,Male,1984-11-02,Engineer,Coimbatore,Tamil Nadu,0.87,39
1145,Dhruv Khan,Other,2001-11-21,Student,Varanasi,Uttar Pradesh,0.14,22
1146,Aditya Gupta,Male,1971-10-27,Government Employee,Varanasi,Uttar Pradesh,0.62,52
1147,Ananya Bose,Female,2002-01-01,Student,Vasai-Virar,Maharashtra,0.47,22
1148,Kavya Patel,Other,1975-11-28,Teacher,Ranchi,Jharkhand,0.62,48
1149,Arjun Khan,Other,1960-06-15,Retired,Madurai,Tamil Nadu,0.08,63
1150,Diya Menon,Other,1952-01-25,Retired,Patna,Bihar,0.72,71
1151,Arjun Iyer,Male,1992-04-07,Government Employee,Pune,Maharashtra,0.31,31
1152,Arnav Iyer,Male,1955-04-14,Retired,Coimbatore,Tamil Nadu,0.34,68
1153,Avni Rao,Female,1943-07-08,Retired,Meerut,Uttar Pradesh,0.73,80
1154,Ananya Patel,Female,1956-09-27,Retired,Ludhiana,Punjab,0.64,67
1155,Ayaan Shetty,Other,1954-11-01,Retired,Jabalpur,Madhya Pradesh,0.17,69
1156,Arjun Gowda,Other,1955-06-20,Retired,Bhopal,Madhya Pradesh,0.56,68
1157,Ishita Sharma,Female,1958-04-28,Retired,Lucknow,Uttar Pradesh,0.38,65
1158,Shaurya Khan,Male,2007-04-19,Student,Varanasi,Uttar Pradesh,0.27,16
1159,Ishaan Patel,Other,1943-10-27,Retired,Ludhiana,Punjab,0.27,80
1160,Aarav Verma,Other,1941-07-03,Retired,Rajkot,Gujarat,0.85,82
1161,Ishita Bose,Other,2006-12-06,Student,Patna,Bihar,0.8,17
1162,Arnav Iyer,Other,1951-02-04,Retired,Surat,Gujarat,0.73,72
1163,Aditya Patel,Other,1955-03-08,Retired,Srinagar,Jammu & Kashmir,0.29,68
1164,Sneha Das,Female,1955-04-14,Retired,Raipur,Chhattisgarh,0.35,68
1165,Aadhya Kapoor,Female,2003-03-17,Student,Patna,Bihar,0.25,20
1166,Myra Jain,Female,1987-05-16,Engineer,Kota,Rajasthan,0.66,36
1167,Arnav Singh,Male,1970-05-21,Self-employed,Thane,Maharashtra,0.82,53
1168,Aarav Kapoor,Other,1942-09-13,Retired,Srinagar,Jammu & Kashmir,0.93,81
1169,Reyansh Yadav,Other,1959-08-21,Retired,Lucknow,Uttar Pradesh,0.48,64
1170,Anika Rao,Female,1964-04-08,Salaried,Surat,Gujarat,0.6,59
1171,Ishita Khan,Other,1944-11-01,Retired,Amritsar,Punjab,0.72,79
1172,Priya Nair,Female,1965-05-18,Salaried,Navi Mumbai,Maharashtra,0.84,58
1173,Sai Reddy,Male,1975-03-23,Business Owner,Vijayawada,Andhra Pradesh,0.26,48
1174,Vihaan Gowda,Other,1972-04-24,Engineer,Ahmedabad,Gujarat,0.52,51
1175,Krishna Shetty,Male,1965-01-22,Salaried,Gwalior,Madhya Pradesh,0.23,58
1176,Ishaan Khan,Male,1980-05-19,Salaried,Mumbai,Maharashtra,0.83,43
1177,Ishaan Nair,Male,1949-05-25,Retired,Rajkot,Gujarat,0.49,74
1178,Sai Jain,Male,1974-04-11,Engineer,Pimpri-Chinchwad,Maharashtra,0.5,49
1179,Aadhya Patel,Other,1948-07-20,Retired,Aurangabad,Maharashtra,0.21,75
1180,Sneha Das,Female,2007-04-07,Student,Vadodara,Gujarat,0.32,16
1181,Priya Jain,Other,1981-03-11,Government Employee,Lucknow,Uttar Pradesh,0.74,42
1182,Krishna Rao,Male,1966-08-21,Self-employed,Coimbatore,Tamil Nadu,0.75,57
1183,Ananya Jain,Female,1989-12-12,Doctor,Ghaziabad,Uttar Pradesh,0.33,34
1184,Aarav Iyer,Other,2001-04-17,Student,Pimpri-Chinchwad,Maharashtra,0.79,22
1185,Rohan Jain,Male,2004-07-11,Student,Allahabad,Uttar Pradesh,0.72,19
1186,Ishaan Kapoor,Male,1998-06-24,Salaried,Srinagar,Jammu & Kashmir,0.91,25
1187,Rahul Banerjee,Male,1972-10-13,Business Owner,Hyderabad,Telangana,0.1,51
1188,Ananya Jain,Female,1947-12-03,Retired,Ghaziabad,Uttar Pradesh,0.79,76
1189,Krishna Khan,Male,1996-06-19,Lawyer,Navi Mumbai,Maharashtra,0.55,27
1190,Kavya Gupta,Female,1961-08-24,Retired,Indore,Madhya Pradesh,0.34,62
1191,Vivaan Khan,Male,1975-01-05,Engineer,Pune,Maharashtra,0.43,49
1192,Kiara Yadav,Female,2001-01-13,Student,Bengaluru,Karnataka,0.84,22
1193,Ananya Jain,Female,1965-12-03,Government Employee,Ranchi,Jharkhand,0.93,58
1194,Ayaan Yadav,Male,1948-04-25,Retired,Ahmedabad,Gujarat,0.79,75
1195,Riya Singh,Female,2003-06-15,Student,Amritsar,Punjab,0.85,20
1196,Anika Gowda,Female,2005-06-14,Student,Surat,Gujarat,0.82,18
1197,Reyansh Bose,Other,1942-02-21,Retired,Kota,Rajasthan,0.19,81
1198,Vihaan Sharma,Male,2002-09-12,Student,Ahmedabad,Gujarat,0.83,21
1199,Aditya Jain,Male,1953-04-07,Retired,Agra,Uttar Pradesh,0.17,70
1200,Anika Das,Female,1959-08-13,Retired,Nagpur,Maharashtra,0.74,64
1201,Arjun Patel,Other,1941-04-04,Retired,Aurangabad,Maharashtra,0.72,82
1202,Nisha Gupta,Female,1961-09-04,Retired,Varanasi,Uttar Pradesh,0.06,62
1203,Kiara Kumar,Female,1961-02-14,Retired,Vijayawada,Andhra Pradesh,0.26,62
1204,Avni Iyer,Other,1952-07-03,Retired,Vijayawada,Andhra Pradesh,0.09,71
1205,Arjun Yadav,Male,1990-01-02,Self-employed,Coimbatore,Tamil Nadu,0.83,34
1206,Dhruv Patel,Other,1985-09-05,Teacher,Jodhpur,Rajasthan,0.38,38
1207,Aarav Banerjee,Male,1968-06-27,Business Owner,Visakhapatnam,Andhra Pradesh,0.08,55
1208,Aarav Singh,Male,2002-10-24,Student,Amritsar,Punjab,0.19,21
1209,Vihaan Naidu,Male,1993-08-14,Salaried,Navi Mumbai,Maharashtra,0.17,30
1210,Aarav Jain,Other,1947-05-05,Retired,Ghaziabad,Uttar Pradesh,0.38,76
1211,Aditya Banerjee,Other,1955-05-02,Retired,Surat,Gujarat,0.64,68
1212,Krishna Gowda,Other,1976-03-24,Salaried,Jodhpur,Rajasthan,0.35,47
1213,Sanjana Yadav,Female,1973-03-11,Government Employee,Kalyan-Dombivli,Maharashtra,0.65,50
1214,Sara Verma,Other,2001-03-01,Student,Surat,Gujarat,0.8,22
1215,Aarav Shetty,Male,1946-04-21,Retired,Ranchi,Jharkhand,0.46,77
1216,Rohan Bose,Male,1958-07-19,Retired,Dhanbad,Jharkhand,0.35,65
1217,Ayaan Bose,Male,1960-02-23,Retired,Amritsar,Punjab,0.11,63
1218,Anika Bose,Female,1995-08-27,Self-employed,Pune,Maharashtra,0.55,28
1219,Diya Das,Female,1997-09-06,Teacher,Meerut,Uttar Pradesh,0.23,26
1220,Rahul Menon,Other,1988-09-17,Lawyer,Hyderabad,Telangana,0.38,35
1221,Sai Patel,Male,2006-11-21,Student,Jabalpur,Madhya Pradesh,0.81,17
1222,Dhruv Khan,Other,2001-07-10,Student,Faridabad,Haryana,0.92,22
1223,Kavya Jain,Female,2004-05-28,Student,Indore,Madhya Pradesh,0.1,19
1224,Kiara Patel,Female,1957-11-14,Retired,Meerut,Uttar Pradesh,0.27,66
1225,Kavya Iyer,Female,1988-03-22,Salaried,Pimpri-Chinchwad,Maharashtra,0.06,35
1226,Sai Kumar,Male,1947-08-10,Retired,Pune,Maharashtra,0.72,76
1227,Ishita Kapoor,Female,2004-02-10,Student,Gwalior,Madhya Pradesh,0.43,19
1228,Arnav Banerjee,Male,1979-02-24,Engineer,Coimbatore,Tamil Nadu,0.27,44
1229,Ananya Naidu,Other,2000-05-27,Teacher,Pimpri-Chinchwad,Maharashtra,0.63,23
1230,Kiara Kapoor,Female,2002-08-08,Student,Howrah,West Bengal,0.25,21
1231,Sneha Banerjee,Female,1959-11-13,Retired,Bengaluru,Karnataka,0.58,64
1232,Nisha Kumar,Other,1977-11-23,Salaried,Coimbatore,Tamil Nadu,0.78,46
1233,Arnav Nair,Other,1949-09-02,Retired,Meerut,Uttar Pradesh,0.65,74
1234,Aarav Nair,Male,2004-01-24,Student,Varanasi,Uttar Pradesh,0.37,19
1235,Sai Das,Other,2007-09-09,Student,Lucknow,Uttar Pradesh,0.55,16
1236,Sanjana Iyer,Other,1985-02-11,Doctor,Agra,Uttar Pradesh,0.72,38
1237,Vihaan Gupta,Male,1967-11-06,Teacher,Faridabad,Haryana,0.29,56
1238,Reyansh Das,Other,1987-06-01,Doctor,Pune,Maharashtra,0.57,36
1239,Kavya Jain,Other,1985-12-03,Lawyer,Nagpur,Maharashtra,0.13,38
1240,Priya Iyer,Other,1989-09-12,Engineer,Meerut,Uttar Pradesh,0.88,34
1241,Arnav Jain,Male,1997-04-15,Government Employee,Bengaluru,Karnataka,0.54,26
1242,Aarav Banerjee,Other,1979-04-15,Business Owner,Vijayawada,Andhra Pradesh,0.18,44
1243,Kiara Gowda,Female,1951-09-19,Retired,Nagpur,Maharashtra,0.22,72
1244,Ishita Shetty,Other,1974-06-26,Teacher,Visakhapatnam,Andhra Pradesh,0.38,49
1245,Vihaan Singh,Male,1976-10-05,Doctor,Kolkata,West Bengal,0.69,47
1246,Ishaan Menon,Other,1979-10-27,Lawyer,Hyderabad,Telangana,0.61,44
1247,Sneha Patel,Female,2002-06-20,Student,Srinagar,Jammu & Kashmir,0.11,21
1248,Diya Shetty,Female,2004-08-14,Student,Kota,Rajasthan,0.94,19
1249,Rohan Bose,Male,1965-09-14,Engineer,Surat,Gujarat,0.93,58
1250,Diya Verma,Other,1992-02-20,Doctor,Ahmedabad,Gujarat,0.42,31
1251,Aditya Gowda,Male,1984-08-24,Self-employed,Pune,Maharashtra,0.13,39
1252,Avni Iyer,Female,1959-03-28,Retired,Ludhiana,Punjab,0.14,64
