customer_id,name,gender,date_of_birth,occupation,city,state,risk_score,age
797,Riya Reddy,Female,01-07-2007,Student,Mumbai,Maharashtra,0.79,16
798,Ishaan Kumar,Other,04-09-1986,Self-employed,Ghaziabad,Uttar Pradesh,0.56,37
799,Shaurya Bose,Male,04-04-1953,Retired,Agra,Uttar Pradesh,0.21,70
800,Anika Iyer,Female,27-11-1949,Retired,Pimpri-Chinchwad,Maharashtra,0.09,74
801,Ayaan Gowda,Male,10-12-1947,Retired,Visakhapatnam,Andhra Pradesh,0.59,76
802,Priya Singh,Other,11-12-1985,Doctor,Jodhpur,Rajasthan,0.11,38
803,Krishna Das,Male,17-04-1942,Retired,Howrah,West Bengal,0.26,81
804,Aditya Jain,Other,03-10-1953,Retired,Hyderabad,Telangana,0.39,70
805,Nisha Nair,Female,11-05-2003,Student,Ludhiana,Punjab,0.3,20
806,Vihaan Yadav,Other,28-04-1971,Teacher,Ludhiana,Punjab,0.27,52
807,Ishaan Rao,Other,15-03-1959,Retired,Gwalior,Madhya Pradesh,0.11,64
808,Anika Nair,Female,19-03-1981,Self-employed,Allahabad,Uttar Pradesh,0.26,42
809,Ishaan Jain,Male,20-03-1982,Self-employed,Bhopal,Madhya Pradesh,0.31,41
810,Nisha Kapoor,Female,06-05-1964,Salaried,Faridabad,Haryana,0.47,59
811,Myra Naidu,Female,14-07-1946,Retired,Chennai,Tamil Nadu,0.59,77
812,Arjun Kapoor,Male,13-05-1948,Retired,Allahabad,Uttar Pradesh,0.11,75
813,Aditya Singh,Male,24-09-2007,Student,Nashik,Maharashtra,0.41,16
814,Myra Menon,Female,03-10-1945,Retired,Rajkot,Gujarat,0.94,78
815,Arjun Khan,Male,12-12-1975,Teacher,Dhanbad,Jharkhand,0.62,48
816,Avni Iyer,Female,27-01-1976,Teacher,Nashik,Maharashtra,0.68,47
817,Shaurya Rao,Other,22-10-1975,Self-employed,Lucknow,Uttar Pradesh,0.16,48
818,Shaurya Iyer,Male,14-04-1997,Teacher,Lucknow,Uttar Pradesh,0.28,26
819,Sanjana Rao,Female,28-12-1968,Teacher,Chennai,Tamil Nadu,0.62,55
820,Diya Khan,Female,27-03-1968,Teacher,Aurangabad,Maharashtra,0.14,55
821,Dhruv Nair,Other,06-06-1952,Retired,Kota,Rajasthan,0.23,71
822,Vihaan Das,Male,24-01-1980,Government Employee,Kanpur,Uttar Pradesh,0.28,43
823,Riya Gowda,Female,13-02-1986,Salaried,Pune,Maharashtra,0.11,37
824,Ishaan Banerjee,Male,22-01-2006,Student,Howrah,West Bengal,0.14,17
825,Ayaan Gowda,Other,25-08-1973,Lawyer,Ludhiana,Punjab,0.35,50
826,Reyansh Reddy,Other,12-01-1956,Retired,Ludhiana,Punjab,0.05,68
827,Myra Singh,Other,26-11-2001,Student,Bhopal,Madhya Pradesh,0.46,22
828,Anika Yadav,Other,27-11-1983,Teacher,Ghaziabad,Uttar Pradesh,0.62,40
829,Arnav Chopra,Male,05-02-1951,Retired,Jabalpur,Madhya Pradesh,0.36,72
830,Kiara Kumar,Female,05-12-1970,Teacher,Amritsar,Punjab,0.76,53
831,Rohan Banerjee,Other,28-09-1969,Salaried,Varanasi,Uttar Pradesh,0.86,54
832,Sai Reddy,Male,23-11-1980,Business Owner,Chennai,Tamil Nadu,0.44,43
833,Kiara Iyer,Other,16-11-1979,Engineer,Jodhpur,Rajasthan,0.65,44
834,Anika Gupta,Other,03-10-1979,Doctor,Vijayawada,Andhra Pradesh,0.39,44
835,Sanjana Iyer,Other,09-04-1952,Retired,Pune,Maharashtra,0.13,71
836,Shaurya Khan,Male,13-06-1960,Retired,Ranchi,Jharkhand,0.33,63
837,Sara Iyer,Other,26-11-1967,Teacher,Jaipur,Rajasthan,0.65,56
838,Aarav Bose,Other,11-09-1965,Salaried,Madurai,Tamil Nadu,0.18,58
839,Kiara Verma,Female,04-12-1967,Government Employee,Pimpri-Chinchwad,Maharashtra,0.48,56
840,Arnav Iyer,Male,23-03-2006,Student,Thane,Maharashtra,0.88,17
841,Arnav Iyer,Male,13-09-1987,Engineer,Ludhiana,Punjab,0.66,36
842,Priya Gupta,Female,23-04-1971,Lawyer,Allahabad,Uttar Pradesh,0.14,52
843,Aadhya Verma,Female,05-10-1949,Retired,Vasai-Virar,Maharashtra,0.31,74
844,Aditya Nair,Male,16-09-2005,Student,Madurai,Tamil Nadu,0.39,18
845,Kavya Verma,Female,02-03-1962,Retired,Pune,Maharashtra,0.64,61
846,Rohan Nair,Other,13-04-1976,Teacher,Aurangabad,Maharashtra,0.67,47
847,Rahul Rao,Male,13-11-1948,Retired,Pimpri-Chinchwad,Maharashtra,0.38,75
848,Ishaan Nair,Male,19-10-1979,Lawyer,Srinagar,Jammu & Kashmir,0.67,44
849,Arjun Iyer,Male,12-06-1948,Retired,Ahmedabad,Gujarat,0.22,75
850,Myra Bose,Other,18-10-1945,Retired,Kota,Rajasthan,0.73,78
851,Shaurya Kumar,Male,26-08-1984,Self-employed,Ghaziabad,Uttar Pradesh,0.09,39
852,Arjun Bose,Other,17-02-2003,Student,Vadodara,Gujarat,0.92,20
853,Reyansh Sharma,Male,26-09-1969,Business Owner,Patna,Bihar,0.45,54
854,Reyansh Yadav,Other,27-11-2007,Student,Bengaluru,Karnataka,0.08,16
855,Arjun Gowda,Male,05-05-1980,Lawyer,Jabalpur,Madhya Pradesh,0.12,43
856,Riya Patel,Female,22-05-1949,Retired,Kalyan-Dombivli,Maharashtra,0.53,74
857,Rohan Nair,Male,27-11-1960,Retired,Dhanbad,Jharkhand,0.43,63
858,Rahul Sharma,Male,18-02-1976,Government Employee,Pune,Maharashtra,0.42,47
859,Ishita Chopra,Female,09-04-1989,Engineer,Mumbai,Maharashtra,0.39,34
860,Ayaan Kumar,Male,19-05-1940,Retired,Aurangabad,Maharashtra,0.53,83
861,Krishna Bose,Other,11-03-1995,Engineer,Faridabad,Haryana,0.36,28
862,Avni Bose,Other,09-03-1956,Retired,Mumbai,Maharashtra,0.69,67
863,Nisha Kapoor,Other,18-03-2006,Student,Coimbatore,Tamil Nadu,0.69,17
864,Vivaan Das,Male,17-07-1971,Lawyer,Kota,Rajasthan,0.32,52
865,Rahul Chopra,Male,03-04-1997,Salaried,Lucknow,Uttar Pradesh,0.1,26
866,Avni Sharma,Other,16-03-1942,Retired,Aurangabad,Maharashtra,0.67,81
867,Ananya Kumar,Other,01-12-2006,Student,Kota,Rajasthan,0.68,17
868,Priya Yadav,Other,22-03-2002,Student,Amritsar,Punjab,0.21,21
869,Sanjana Menon,Female,28-09-2007,Student,Pune,Maharashtra,0.87,16
870,Dhruv Kumar,Male,07-05-1969,Engineer,Mumbai,Maharashtra,0.4,54
871,Avni Yadav,Female,27-12-2003,Student,Agra,Uttar Pradesh,0.6,20
872,Anika Menon,Female,14-02-1956,Retired,Aurangabad,Maharashtra,0.13,67
873,Dhruv Kumar,Other,06-04-1954,Retired,Meerut,Uttar Pradesh,0.32,69
874,Sanjana Kapoor,Female,06-08-1951,Retired,Jaipur,Rajasthan,0.72,72
875,Aditya Kumar,Male,14-07-1971,Business Owner,Ludhiana,Punjab,0.19,52
876,Reyansh Kapoor,Male,26-08-1954,Retired,Madurai,Tamil Nadu,0.34,69
877,Riya Iyer,Female,05-01-1993,Self-employed,Surat,Gujarat,0.5,31
878,Myra Chopra,Other,10-05-2006,Student,Aurangabad,Maharashtra,0.73,17
879,Arnav Yadav,Male,28-02-1976,Self-employed,Visakhapatnam,Andhra Pradesh,0.65,47
880,Sara Kumar,Female,21-10-1984,Lawyer,Gwalior,Madhya Pradesh,0.26,39
881,Rohan Khan,Male,03-04-1953,Retired,Hyderabad,Telangana,0.42,70
882,Nisha Reddy,Female,14-09-1953,Retired,Vijayawada,Andhra Pradesh,0.32,70
883,Myra Naidu,Female,02-03-1967,Business Owner,Mumbai,Maharashtra,0.64,56
884,Diya Gowda,Female,12-08-1952,Retired,Ludhiana,Punjab,0.15,71
885,Aadhya Singh,Other,24-06-1961,Retired,Howrah,West Bengal,0.59,62
886,Aditya Shetty,Male,21-03-1996,Teacher,Coimbatore,Tamil Nadu,0.09,27
887,Rahul Das,Other,11-10-1998,Salaried,Vadodara,Gujarat,0.94,25
888,Arjun Verma,Male,09-12-1983,Self-employed,Allahabad,Uttar Pradesh,0.86,40
889,Sneha Naidu,Female,26-09-1946,Retired,Delhi,Delhi,0.59,77
890,Krishna Verma,Other,07-12-2000,Government Employee,Meerut,Uttar Pradesh,0.67,23
891,Vivaan Das,Other,13-07-1958,Retired,Coimbatore,Tamil Nadu,0.24,65
892,Krishna Sharma,Male,17-12-1949,Retired,Visakhapatnam,Andhra Pradesh,0.82,74
893,Sanjana Kumar,Female,10-04-1979,Self-employed,Bengaluru,Karnataka,0.9,44
894,Diya Verma,Female,21-01-1981,Business Owner,Agra,Uttar Pradesh,0.34,42
895,Sai Singh,Other,21-01-1970,Teacher,Mumbai,Maharashtra,0.25,53
896,Sanjana Rao,Female,13-12-1994,Government Employee,Vijayawada,Andhra Pradesh,0.83,29
897,Rahul Das,Other,21-10-1966,Business Owner,Meerut,Uttar Pradesh,0.45,57
898,Arnav Singh,Other,28-06-1943,Retired,Kanpur,Uttar Pradesh,0.56,80
899,Aarav Jain,Other,20-11-1985,Self-employed,Nagpur,Maharashtra,0.18,38
900,Priya Kumar,Female,20-01-1990,Lawyer,Kolkata,West Bengal,0.4,33
901,Ayaan Nair,Male,28-11-2006,Student,Gwalior,Madhya Pradesh,0.76,17
902,Vihaan Bose,Male,15-10-2004,Student,Lucknow,Uttar Pradesh,0.35,19
903,Arnav Kapoor,Male,04-01-1992,Lawyer,Navi Mumbai,Maharashtra,0.14,32
904,Anika Reddy,Female,10-11-1958,Retired,Thane,Maharashtra,0.67,65
905,Aditya Banerjee,Other,12-05-1993,Self-employed,Ahmedabad,Gujarat,0.16,30
906,Krishna Singh,Male,06-10-1953,Retired,Madurai,Tamil Nadu,0.19,70
907,Diya Jain,Other,12-11-2004,Student,Visakhapatnam,Andhra Pradesh,0.76,19
908,Arjun Chopra,Male,27-08-1958,Retired,Ahmedabad,Gujarat,0.57,65
909,Reyansh Singh,Other,14-08-1958,Retired,Srinagar,Jammu & Kashmir,0.59,65
910,Riya Reddy,Other,18-09-1954,Retired,Aurangabad,Maharashtra,0.53,69
911,Arnav Naidu,Male,12-04-1979,Lawyer,Mumbai,Maharashtra,0.94,44
912,Arjun Kumar,Male,17-11-2007,Student,Varanasi,Uttar Pradesh,0.8,16
913,Riya Naidu,Other,24-01-1981,Business Owner,Jaipur,Rajasthan,0.92,42
914,Aarav Naidu,Other,19-11-2001,Student,Ahmedabad,Gujarat,0.8,22
915,Arjun Gupta,Male,05-07-1998,Business Owner,Kanpur,Uttar Pradesh,0.72,25
916,Krishna Banerjee,Other,23-11-1964,Teacher,Mumbai,Maharashtra,0.15,59
917,Aarav Gowda,Male,27-07-1943,Retired,Kalyan-Dombivli,Maharashtra,0.55,80
918,Sanjana Jain,Female,03-05-1953,Retired,Amritsar,Punjab,0.93,70
919,Rahul Gowda,Male,07-04-2003,Student,Coimbatore,Tamil Nadu,0.78,20
920,Avni Nair,Female,21-06-1959,Retired,Kalyan-Dombivli,Maharashtra,0.29,64
921,Ayaan Chopra,Male,13-05-2002,Student,Indore,Madhya Pradesh,0.73,21
922,Avni Verma,Female,19-10-1973,Business Owner,Bengaluru,Karnataka,0.94,50
923,Sneha Jain,Female,25-10-2007,Student,Nagpur,Maharashtra,0.73,16
924,Ananya Rao,Other,17-12-1965,Salaried,Kolkata,West Bengal,0.78,58
925,Ishaan Shetty,Male,24-05-2004,Student,Gwalior,Madhya Pradesh,0.91,19
926,Ayaan Rao,Male,17-09-1987,Self-employed,Coimbatore,Tamil Nadu,0.89,36
927,Kavya Chopra,Female,02-07-1961,Retired,Kota,Rajasthan,0.27,62
928,Rohan Shetty,Other,12-05-1940,Retired,Vadodara,Gujarat,0.83,83
929,Ishaan Chopra,Male,19-05-1970,Self-employed,Nashik,Maharashtra,0.13,53
930,Ishaan Kapoor,Male,19-05-1964,Salaried,Jaipur,Rajasthan,0.92,59
931,Priya Naidu,Female,28-09-1991,Government Employee,Jabalpur,Madhya Pradesh,0.39,32
932,Shaurya Kapoor,Other,23-04-2000,Salaried,Allahabad,Uttar Pradesh,0.19,23
933,Krishna Iyer,Male,22-08-1979,Salaried,Chennai,Tamil Nadu,0.47,44
934,Myra Das,Other,13-02-1997,Salaried,Kalyan-Dombivli,Maharashtra,0.41,26
935,Ishaan Khan,Male,05-04-1948,Retired,Srinagar,Jammu & Kashmir,0.63,75
936,Aadhya Iyer,Female,16-09-2002,Student,Hyderabad,Telangana,0.83,21
937,Sai Nair,Other,13-05-1997,Self-employed,Chennai,Tamil Nadu,0.84,26
938,Sanjana Khan,Female,14-02-1984,Engineer,Ludhiana,Punjab,0.2,39
939,Ananya Banerjee,Female,12-07-1987,Lawyer,Raipur,Chhattisgarh,0.4,36
940,Shaurya Gowda,Male,20-10-1998,Business Owner,Surat,Gujarat,0.65,25
941,Sanjana Chopra,Other,20-02-2001,Student,Ghaziabad,Uttar Pradesh,0.76,22
942,Sneha Sharma,Other,09-06-1957,Retired,Kolkata,West Bengal,0.25,66
943,Sai Patel,Male,07-04-1959,Retired,Madurai,Tamil Nadu,0.91,64
944,Anika Jain,Female,23-02-1943,Retired,Aurangabad,Maharashtra,0.42,80
945,Priya Yadav,Female,14-08-1993,Doctor,Nashik,Maharashtra,0.55,30
946,Rahul Jain,Male,03-02-1971,Teacher,Kolkata,West Bengal,0.63,52
947,Aditya Banerjee,Other,19-09-1995,Government Employee,Bengaluru,Karnataka,0.82,28
948,Sai Iyer,Male,12-02-1982,Salaried,Varanasi,Uttar Pradesh,0.87,41
949,Sanjana Iyer,Other,22-09-2003,Student,Pimpri-Chinchwad,Maharashtra,0.33,20
950,Anika Naidu,Female,19-08-2007,Student,Amritsar,Punjab,0.35,16
951,Ishaan Bose,Other,27-07-1983,Teacher,Hyderabad,Telangana,0.44,40
952,Vivaan Iyer,Other,23-02-2006,Student,Jaipur,Rajasthan,0.16,17
953,Myra Nair,Other,03-04-1987,Engineer,Chennai,Tamil Nadu,0.44,36
954,Rohan Sharma,Other,24-01-1997,Government Employee,Jaipur,Rajasthan,0.62,26
955,Riya Reddy,Female,24-04-1983,Engineer,Faridabad,Haryana,0.64,40
956,Avni Sharma,Female,04-10-1994,Government Employee,Kolkata,West Bengal,0.3,29
957,Dhruv Menon,Male,14-01-1957,Retired,Ahmedabad,Gujarat,0.91,67
958,Rahul Chopra,Male,25-02-1951,Retired,Ranchi,Jharkhand,0.16,72
959,Ananya Gowda,Female,09-12-2007,Student,Pune,Maharashtra,0.6,16
960,Aadhya Singh,Other,01-04-1961,Retired,Ghaziabad,Uttar Pradesh,0.25,62
961,Rohan Kapoor,Other,12-02-1946,Retired,Kota,Rajasthan,0.64,77
962,Ananya Naidu,Female,06-05-1956,Retired,Nagpur,Maharashtra,0.92,67
963,Ayaan Shetty,Male,16-12-1986,Engineer,Kalyan-Dombivli,Maharashtra,0.43,37
964,Diya Kumar,Other,12-10-1958,Retired,Nashik,Maharashtra,0.45,65
965,Rohan Shetty,Male,17-11-1970,Teacher,Agra,Uttar Pradesh,0.08,53
966,Rahul Patel,Male,12-06-2002,Student,Surat,Gujarat,0.16,21
967,Myra Chopra,Female,08-06-1948,Retired,Allahabad,Uttar Pradesh,0.4,75
968,Aditya Bose,Other,14-11-1998,Engineer,Madurai,Tamil Nadu,0.34,25
969,Sara Banerjee,Female,25-02-1945,Retired,Pune,Maharashtra,0.2,78
970,Nisha Shetty,Female,17-03-2007,Student,Varanasi,Uttar Pradesh,0.17,16
971,Riya Yadav,Female,19-08-2005,Student,Kolkata,West Bengal,0.7,18
972,Priya Gupta,Female,13-01-1967,Lawyer,Vadodara,Gujarat,0.49,57
973,Aditya Menon,Other,27-01-1994,Government Employee,Mumbai,Maharashtra,0.14,29
974,Myra Naidu,Female,26-12-1986,Business Owner,Nashik,Maharashtra,0.94,37
975,Sai Verma,Other,09-02-2001,Student,Ludhiana,Punjab,0.29,22
976,Krishna Das,Male,25-03-1991,Salaried,Howrah,West Bengal,0.62,32
977,Ishaan Shetty,Other,25-06-1945,Retired,Srinagar,Jammu & Kashmir,0.13,78
978,Ishita Bose,Female,16-02-1981,Business Owner,Hyderabad,Telangana,0.06,42
979,Rahul Khan,Male,11-09-1951,Retired,Amritsar,Punjab,0.82,72
980,Avni Singh,Female,12-04-1994,Lawyer,Faridabad,Haryana,0.83,29
981,Rahul Gupta,Other,28-05-1953,Retired,Ranchi,Jharkhand,0.18,70
982,Aditya Sharma,Male,16-10-1956,Retired,Vasai-Virar,Maharashtra,0.29,67
983,Rahul Singh,Other,02-06-1943,Retired,Vasai-Virar,Maharashtra,0.38,80
984,Arnav Naidu,Male,20-03-1970,Business Owner,Pimpri-Chinchwad,Maharashtra,0.6,53
985,Priya Verma,Other,02-01-1993,Business Owner,Ranchi,Jharkhand,0.26,31
986,Kiara Gowda,Other,24-04-1957,Retired,Raipur,Chhattisgarh,0.5,66
987,Vivaan Nair,Male,06-02-1971,Engineer,Dhanbad,Jharkhand,0.72,52
988,Priya Gupta,Other,05-08-1984,Self-employed,Mumbai,Maharashtra,0.44,39
989,Shaurya Gupta,Male,19-08-2006,Student,Mumbai,Maharashtra,0.84,17
990,Aadhya Rao,Female,25-03-1978,Engineer,Surat,Gujarat,0.14,45
991,Sanjana Menon,Other,12-05-1975,Lawyer,Varanasi,Uttar Pradesh,0.79,48
992,Riya Yadav,Female,17-11-1946,Retired,Gwalior,Madhya Pradesh,0.18,77
993,Avni Singh,Female,23-12-2003,Student,Kalyan-Dombivli,Maharashtra,0.24,20
994,Reyansh Kumar,Male,06-09-1950,Retired,Visakhapatnam,Andhra Pradesh,0.85,73
995,Diya Jain,Female,11-12-2002,Student,Jabalpur,Madhya Pradesh,0.44,21
996,Sara Menon,Female,22-08-1993,Engineer,Surat,Gujarat,0.66,30
997,Diya Bose,Other,26-02-1969,Self-employed,Patna,Bihar,0.46,54
998,Vihaan Verma,Male,06-09-1948,Retired,Mumbai,Maharashtra,0.28,75
999,Sara Yadav,Female,09-12-1988,Lawyer,Surat,Gujarat,0.44,35
1000,Ishaan Menon,Male,09-02-1958,Retired,Vadodara,Gujarat,0.21,65
1001,Ishita Shetty,Female,18-07-1982,Self-employed,Nagpur,Maharashtra,0.32,41
1002,Avni Das,Female,04-07-1984,Lawyer,Jaipur,Rajasthan,0.45,39
1003,Avni Menon,Female,14-07-1962,Retired,Varanasi,Uttar Pradesh,0.87,61
1004,Rahul Gupta,Male,17-10-1969,Self-employed,Nashik,Maharashtra,0.61,54
1005,Vihaan Iyer,Other,26-08-1956,Retired,Amritsar,Punjab,0.81,67
1006,Vihaan Chopra,Male,16-10-1995,Government Employee,Raipur,Chhattisgarh,0.83,28
1007,Reyansh Yadav,Male,10-11-2003,Student,Aurangabad,Maharashtra,0.25,20
1008,Rohan Jain,Other,23-10-2007,Student,Nagpur,Maharashtra,0.11,16
1009,Vihaan Yadav,Male,01-08-1976,Salaried,Dhanbad,Jharkhand,0.4,47
1010,Arjun Reddy,Male,15-11-1974,Lawyer,Jodhpur,Rajasthan,0.44,49
1011,Myra Rao,Other,18-12-1986,Business Owner,Nagpur,Maharashtra,0.48,37
1012,Aadhya Banerjee,Female,26-12-1972,Doctor,Kolkata,West Bengal,0.43,51
1013,Ananya Kumar,Female,02-05-1958,Retired,Vijayawada,Andhra Pradesh,0.09,65
1014,Ananya Das,Female,17-06-2006,Student,Dhanbad,Jharkhand,0.36,17
1015,Sneha Gupta,Other,19-12-1988,Self-employed,Ludhiana,Punjab,0.69,35
1016,Rohan Iyer,Male,20-08-1946,Retired,Jodhpur,Rajasthan,0.57,77
1017,Sneha Kapoor,Other,12-10-1966,Self-employed,Howrah,West Bengal,0.11,57
1018,Arjun Reddy,Male,16-11-1994,Salaried,Ghaziabad,Uttar Pradesh,0.93,29
1019,Aditya Patel,Other,20-01-1954,Retired,Visakhapatnam,Andhra Pradesh,0.08,69
1020,Diya Nair,Other,22-02-2004,Student,Faridabad,Haryana,0.94,19
1021,Rahul Kapoor,Other,07-04-1951,Retired,Lucknow,Uttar Pradesh,0.78,72
1022,Reyansh Rao,Male,01-03-1981,Salaried,Nashik,Maharashtra,0.56,42
1023,Arnav Nair,Male,19-04-1944,Retired,Srinagar,Jammu & Kashmir,0.37,79
1024,Sara Singh,Other,28-07-1951,Retired,Ahmedabad,Gujarat,0.12,72
1025,Anika Reddy,Other,09-11-2003,Student,Visakhapatnam,Andhra Pradesh,0.68,20
1026,Arjun Jain,Male,17-10-1977,Salaried,Vadodara,Gujarat,0.61,46
1027,Aditya Shetty,Other,08-09-1961,Retired,Rajkot,Gujarat,0.23,62
1028,Dhruv Chopra,Male,23-09-2006,Student,Raipur,Chhattisgarh,0.36,17
1029,Krishna Gowda,Male,24-05-1946,Retired,Bengaluru,Karnataka,0.08,77
1030,Dhruv Banerjee,Other,01-01-1978,Engineer,Nagpur,Maharashtra,0.6,46
1031,Myra Sharma,Female,23-07-1946,Retired,Jaipur,Rajasthan,0.68,77
1032,Aditya Gowda,Other,08-01-2004,Student,Thane,Maharashtra,0.58,19
1033,Ayaan Bose,Male,28-01-2002,Student,Bhopal,Madhya Pradesh,0.12,21
1034,Rohan Verma,Male,10-04-1963,Retired,Jaipur,Rajasthan,0.48,60
1035,Vihaan Kapoor,Male,27-12-1981,Lawyer,Agra,Uttar Pradesh,0.45,42
1036,Sara Bose,Female,11-05-1976,Engineer,Raipur,Chhattisgarh,0.5,47
1037,Arnav Gowda,Male,25-06-1957,Retired,Vadodara,Gujarat,0.24,66
1038,Sara Singh,Female,01-04-2006,Student,Varanasi,Uttar Pradesh,0.07,17
1039,Rahul Jain,Male,13-10-2000,Salaried,Aurangabad,Maharashtra,0.83,23
1040,Nisha Khan,Female,02-09-1984,Teacher,Jodhpur,Rajasthan,0.08,39
1041,Riya Gowda,Female,07-10-1974,Doctor,Delhi,Delhi,0.7,49
1042,Dhruv Verma,Other,10-11-1958,Retired,Navi Mumbai,Maharashtra,0.43,65
1043,Sneha Kapoor,Other,05-04-1959,Retired,Mumbai,Maharashtra,0.77,64
1044,Sara Bose,Female,20-01-1964,Engineer,Pimpri-Chinchwad,Maharashtra,0.29,59
1045,Sara Gowda,Female,06-10-2005,Student,Visakhapatnam,Andhra Pradesh,0.45,18
1046,Ishaan Verma,Male,07-09-1946,Retired,Rajkot,Gujarat,0.57,77
1047,Sai Chopra,Male,09-05-1951,Retired,Aurangabad,Maharashtra,0.25,72
1048,Reyansh Verma,Male,22-03-1993,Business Owner,Dhanbad,Jharkhand,0.57,30
1049,Aditya Verma,Male,18-06-1975,Engineer,Kota,Rajasthan,0.59,48
1050,Ananya Kumar,Female,19-06-1998,Lawyer,Nashik,Maharashtra,0.11,25
1051,Kavya Sharma,Female,21-07-1961,Retired,Nashik,Maharashtra,0.9,62
1052,Kavya Menon,Female,17-04-2000,Salaried,Kolkata,West Bengal,0.78,23
1053,Sanjana Yadav,Other,27-07-1963,Retired,Howrah,West Bengal,0.64,60
1054,Vihaan Gupta,Male,18-11-1943,Retired,Rajkot,Gujarat,0.71,80
1055,Diya Banerjee,Other,07-05-1941,Retired,Ranchi,Jharkhand,0.87,82
1056,Nisha Das,Female,24-08-1993,Doctor,Rajkot,Gujarat,0.12,30
1057,Riya Menon,Other,01-02-1958,Retired,Ranchi,Jharkhand,0.88,65
1058,Rahul Rao,Male,11-05-1990,Government Employee,Ghaziabad,Uttar Pradesh,0.12,33
1059,Kavya Shetty,Female,19-09-1948,Retired,Lucknow,Uttar Pradesh,0.43,75
1060,Anika Kumar,Other,23-01-2003,Student,Lucknow,Uttar Pradesh,0.17,20
1061,Kiara Naidu,Other,08-09-1991,Doctor,Kota,Rajasthan,0.16,32
1062,Aadhya Kumar,Female,23-04-2001,Student,Rajkot,Gujarat,0.72,22
1063,Myra Singh,Female,19-01-1942,Retired,Howrah,West Bengal,0.66,82
1064,Kavya Yadav,Female,08-02-1972,Government Employee,Vadodara,Gujarat,0.36,51
1065,Sneha Shetty,Other,11-07-1953,Retired,Kanpur,Uttar Pradesh,0.09,70
1066,Sanjana Khan,Other,11-10-1941,Retired,Kolkata,West Bengal,0.31,82
1067,Ishaan Reddy,Male,20-05-1971,Self-employed,Kolkata,West Bengal,0.65,52
1068,Dhruv Yadav,Male,18-01-2004,Student,Navi Mumbai,Maharashtra,0.06,19
1069,Krishna Naidu,Male,04-02-1965,Salaried,Kota,Rajasthan,0.45,58
1070,Sneha Singh,Female,24-02-1993,Engineer,Thane,Maharashtra,0.34,30
1071,Ishita Yadav,Other,14-01-1967,Salaried,Kolkata,West Bengal,0.34,57
1072,Kiara Nair,Other,24-04-2005,Student,Thane,Maharashtra,0.29,18
1073,Arjun Banerjee,Male,17-02-1991,Engineer,Indore,Madhya Pradesh,0.44,32
1074,Nisha Patel,Female,16-11-2001,Student,Gwalior,Madhya Pradesh,0.62,22
1075,Kavya Jain,Female,26-08-1970,Business Owner,Gwalior,Madhya Pradesh,0.59,53
1076,Aditya Reddy,Other,11-08-1971,Salaried,Bhopal,Madhya Pradesh,0.15,52
1077,Avni Kumar,Female,27-08-1957,Retired,Aurangabad,Maharashtra,0.67,66
1078,Aditya Naidu,Male,07-12-2002,Student,Vasai-Virar,Maharashtra,0.41,21
1079,Aditya Chopra,Male,25-06-2000,Salaried,Lucknow,Uttar Pradesh,0.24,23
1080,Diya Chopra,Other,26-01-2005,Student,Faridabad,Haryana,0.75,18
1081,Sara Bose,Female,18-06-2001,Student,Nagpur,Maharashtra,0.8,22
1082,Nisha Jain,Female,18-04-1960,Retired,Bhopal,Madhya Pradesh,0.08,63
1083,Sai Kumar,Male,06-01-1957,Retired,Patna,Bihar,0.07,67
1084,Ishaan Verma,Other,21-07-1992,Engineer,Meerut,Uttar Pradesh,0.79,31
1085,Sneha Gupta,Female,27-12-1954,Retired,Navi Mumbai,Maharashtra,0.14,69
1086,Rahul Gowda,Other,01-12-1966,Engineer,Vadodara,Gujarat,0.46,57
1087,Krishna Banerjee,Male,14-04-1970,Teacher,Allahabad,Uttar Pradesh,0.49,53
1088,Ishaan Iyer,Other,01-12-2007,Student,Navi Mumbai,Maharashtra,0.46,16
1089,Ayaan Reddy,Other,21-02-1960,Retired,Vadodara,Gujarat,0.18,63
1090,Aditya Bose,Other,19-08-1981,Self-employed,Bhopal,Madhya Pradesh,0.18,42
1091,Sneha Shetty,Other,14-05-2000,Business Owner,Vadodara,Gujarat,0.8,23
1092,Krishna Naidu,Male,12-09-2006,Student,Aurangabad,Maharashtra,0.5,17
1093,Ananya Banerjee,Other,23-07-1997,Lawyer,Ahmedabad,Gujarat,0.16,26
1094,Vihaan Patel,Male,02-02-1951,Retired,Kalyan-Dombivli,Maharashtra,0.2,72
1095,Sanjana Bose,Other,14-02-1956,Retired,Patna,Bihar,0.52,67
1096,Nisha Nair,Other,07-11-1989,Self-employed,Jabalpur,Madhya Pradesh,0.52,34
1097,Nisha Chopra,Female,01-08-1986,Self-employed,Ghaziabad,Uttar Pradesh,0.21,37
1098,Diya Khan,Female,04-06-1995,Business Owner,Hyderabad,Telangana,0.59,28
1099,Shaurya Reddy,Male,10-05-2006,Student,Kalyan-Dombivli,Maharashtra,0.38,17
1100,Sanjana Bose,Female,24-02-1998,Business Owner,Indore,Madhya Pradesh,0.21,25
1101,Nisha Nair,Other,20-10-1965,Teacher,Pimpri-Chinchwad,Maharashtra,0.24,58
1102,Aditya Gupta,Male,28-08-1989,Government Employee,Mumbai,Maharashtra,0.12,34
1103,Rahul Rao,Male,07-07-1941,Retired,Allahabad,Uttar Pradesh,0.39,82
